condition,feature,mimii_files,dcase_files,mimii_mean,dcase_mean,mimii_std,dcase_std,mimii_median,dcase_median,mimii_iqr,dcase_iqr,standardized_mean_difference,absolute_smd,absolute_median_difference_over_pooled_iqr,wasserstein_raw_units,ks_statistic,ks_pvalue_exploratory
all,rms,200,200,0.00562001397457645,0.03221745630485179,0.0014547934673404294,2.641654560794089e-05,0.005480192002996755,0.032214345843784936,0.0007564462778465271,3.6807070994453184e-05,-25.851273645779713,25.851273645779713,67.40382219589583,0.026597442330275344,1.0,1.9426434495222354e-119
all,rms_dbfs,200,200,-45.26723507029235,-29.838177941168613,2.114587865074157,0.007120994997253253,-45.22408730917448,-29.839013663539763,1.210870712050216,0.009923224228575833,-10.318728525773507,10.318728525773507,25.205029593333823,15.429057129123732,1.0,1.9426434495222354e-119
all,peak,200,200,0.026834716796875,0.15261978149414063,0.006938651987873412,0.06304648063937836,0.0260162353515625,0.135498046875,0.00803375244140625,0.0281219482421875,-2.804586660358241,2.804586660358241,6.056129985228951,0.12578506469726564,1.0,1.9426434495222354e-119
all,peak_dbfs,200,200,-31.708457729620115,-16.735263537883043,2.2313592820084986,2.3492033307039737,-31.695124391458428,-17.361340178109913,2.6497225333850842,1.7593025228391035,-6.53554713911168,6.53554713911168,6.5020198481810025,14.973194191737068,1.0,1.9426434495222354e-119
all,amplitude_mean,200,200,4.4611930847167976e-08,-1.2871952056884766e-06,1.5949044073240112e-06,9.983941261100654e-06,-1.026153564453125e-07,-1.0419845581054688e-06,1.4630794525146483e-06,9.902334213256836e-06,0.18628695441610865,0.18628695441610865,0.16530312565554856,5.9093465805053715e-06,0.355,1.3850840057169374e-11
all,amplitude_std,200,200,0.00562001377531355,0.03221745474025986,0.0014547933660391393,2.6416103953097967e-05,0.005480191890328822,0.03221434291762887,0.0007564465352425586,3.6807511910944e-05,-25.85127426071571,25.85127426071571,67.40375576584161,0.026597440964946314,1.0,1.9426434495222354e-119
all,amplitude_p01,200,200,-0.013057722473144531,-0.07379188842773439,0.0030677826599637727,0.004120016694778783,-0.012909088134765625,-0.0739288330078125,0.002349853515625,0.0042724609375,16.721017676484394,16.721017676484394,18.42852534562212,0.06073416595458985,1.0,1.9426434495222354e-119
all,amplitude_p05,200,200,-0.009310783386230467,-0.05243962860107421,0.0024950745639622488,0.001977277417978146,-0.009002685546875,-0.052764892578125,0.0015411376953125,0.00083160400390625,19.158894989586756,19.158894989586756,36.88745980707395,0.04312884521484375,1.0,1.9426434495222354e-119
all,amplitude_p50,200,200,3.82232666015625e-05,-5.9356689453125e-05,0.00016808001739888545,0.0004958443790925952,0.0,0.0,6.103515625e-05,0.00042724609375,0.263579217072754,0.263579217072754,0.0,0.0002559661865234375,0.35,2.8873674273022313e-11
all,amplitude_p95,200,200,0.009165992736816397,0.05261836242675779,0.0022179048376245623,0.002047067474162599,0.00897216796875,0.0528564453125,0.00128173828125,0.00095367431640625,-20.360062978467653,20.360062978467653,39.262798634812285,0.043452369689941386,1.0,1.9426434495222354e-119
all,amplitude_p99,200,200,0.012795874023437506,0.07407645111083991,0.0027197634607997534,0.003923993600880126,0.0127410888671875,0.0742034912109375,0.0019989013671875,0.00312042236328125,-18.151795041465018,18.151795041465018,24.01192250372578,0.061280577087402414,1.0,1.9426434495222354e-119
all,clipping_ratio,200,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,zero_crossing_rate,200,200,0.12794823717648235,0.14398089988062426,0.04868811460925808,0.12835280650299516,0.12242576516103226,0.07830048937805861,0.06522384514903219,0.13455865349158433,-0.1651668422866452,0.1651668422866452,0.4417331456280307,0.06170719816998857,0.445,3.392589244326706e-18
all,spectral_centroid_hz,200,200,703.3157197135722,945.9262468877376,333.3387970484876,1050.7202527085326,699.3206870833012,373.51090908535747,459.08062978886386,897.8349890461885,-0.3112530819246171,0.3112530819246171,0.4802211330984015,485.01898739855,0.35,2.8873674273022313e-11
all,spectral_bandwidth_hz,200,200,871.3583825943672,953.0478376883643,298.9400305627895,724.0512889410302,826.1097587005038,603.4096559347895,388.5902211983496,1223.100562592643,-0.14747991131876068,0.14747991131876068,0.27635586801816014,400.173050222952,0.445,3.392589244326706e-18
all,total_power,200,200,3.370053564433816e-05,0.0010382098421521917,1.9706537134686515e-05,4.3720941934814235e-06,3.0028479976619882e-05,0.0010379310323758123,8.328523285806294e-06,4.580514449921153e-06,-70.376063812371,70.376063812371,156.1545597794157,0.0010045093065078536,1.0,1.9426434495222354e-119
all,low_power,200,200,1.2256618728227059e-05,0.00044414191528650143,1.9017624459018922e-05,0.0003042621665286602,6.141222924291312e-06,0.0004250272768180352,1.0409141690519846e-05,0.0005400970199687105,-2.0034973584750837,2.0034973584750837,1.52182149108456,0.0004318852965582744,0.82,4.862054680600275e-68
all,low_mid_power,200,200,7.486496496668122e-06,0.00023351377278154478,5.9561312145987485e-06,0.00026321355702727553,7.586604584136625e-06,0.00011009613631873805,5.536830540494447e-06,0.00022278275980947004,-1.21410551977566,1.21410551977566,0.8979477545266835,0.00022602727628487666,0.925,1.2228918047089984e-92
all,mid_power,200,200,1.0831554237092927e-05,0.00016603396062938973,7.972151295646034e-06,0.00012768545048518534,9.987578267461189e-06,0.00010659237450506842,1.0757583923757131e-05,0.00018785639124959883,-1.7156440548560947,1.7156440548560947,0.9727895144668224,0.0001552024063922968,0.96,2.942795573994628e-103
all,high_mid_power,200,200,1.8036500935380526e-06,8.832184310571484e-05,1.580400903356628e-06,0.00012404634492691198,1.2733378851651454e-06,1.679568496304809e-05,2.057658850097388e-06,0.00012761200773587882,-0.9862868027819671,0.9862868027819671,0.2394136961490682,8.651819301217679e-05,0.7,2.93081659326077e-47
all,high_power,200,200,5.59133967220749e-07,7.066287144081078e-05,4.4676842682518773e-07,0.00011458815974771477,3.908887914769139e-07,7.012048138313465e-06,4.977792347843258e-07,7.434475861233729e-05,-0.865193253699395,0.865193253699395,0.17693572498467047,7.010373747359004e-05,0.69,8.931938671053316e-46
all,low_ratio,200,200,0.3350156103538439,0.4277862366809385,0.25051237812939875,0.29298065639017906,0.2677116622417798,0.4077502072599095,0.3960052077661371,0.5199347919777142,-0.3403491570267112,0.3403491570267112,0.3057810447350098,0.11767715298003027,0.215,0.00018395764501293307
all,low_mid_ratio,200,200,0.2232380523088793,0.2250072929813033,0.09399144655138485,0.25367475535176337,0.24217263445783466,0.10627371515686225,0.13827706231640058,0.21406431207248605,-0.009248899541631052,0.009248899541631052,0.7714048316731483,0.1567844738805148,0.42,3.432078828289855e-16
all,mid_ratio,200,200,0.3351520625784042,0.15989881980691836,0.1627776344393684,0.12290195249301103,0.35244453037508694,0.10274675789259297,0.24246153177625057,0.18133717815005737,1.215141451054873,1.215141451054873,1.1783791060898348,0.17612148164239036,0.475,8.832345232887228e-21
all,high_mid_ratio,200,200,0.061353755067115684,0.08503378041153024,0.051841121009236615,0.11938019799593666,0.04149446006868278,0.016196400981698476,0.08034930724798395,0.12269588014942442,-0.25730697867748975,0.25730697867748975,0.24918649302896212,0.04468995841656008,0.445,3.392589244326706e-18
all,high_ratio,200,200,0.02047910891954243,0.06804847747659126,0.019530600991239436,0.11035626483698154,0.014228541024672013,0.006769177454296566,0.020423322175327177,0.0713964421459566,-0.6002724847922035,0.6002724847922035,0.1624783863368373,0.0541534696954392,0.435,2.231131384195642e-17
normal,rms,100,100,0.00540504157104326,0.03220646989006766,0.0003605165964754867,1.9106674259432192e-05,0.005490015958059121,0.03220713224501605,0.0005121618706076924,2.469565096063775e-05,-104.9877451129479,104.9877451129479,99.53149658370364,0.026801428319024392,1.0,2.2087606931995054e-59
normal,rms_dbfs,100,100,-45.363758629772455,-29.84113901395629,0.5933028033277568,0.0051530943986613335,-45.20853210016344,-29.840958869424206,0.8176124399020921,0.00666016442777817,-36.99876538944581,36.99876538944581,37.28759915109152,15.522619615816165,1.0,2.2087606931995054e-59
normal,peak,100,100,0.02736083984375,0.1483575439453125,0.005833816206440962,0.04631165140383176,0.026123046875,0.1343841552734375,0.00794219970703125,0.02629852294921875,-3.665891518440242,3.665891518440242,6.323529411764706,0.12099670410156249,1.0,2.2087606931995054e-59
normal,peak_dbfs,100,100,-31.434361582923902,-16.851324442092192,1.7243124408524844,2.019735745106807,-31.659547113817254,-17.433045460683417,2.590277514973579,1.6547644173151248,-7.765846253900381,7.765846253900381,6.702643639359131,14.58303714083171,1.0,2.2087606931995054e-59
normal,amplitude_mean,100,100,1.6585922241210944e-07,-1.4345474243164063e-06,1.4988554836009372e-06,8.766748948439842e-06,-6.399154663085937e-08,-1.162242889404297e-06,1.6895294189453126e-06,9.90428924560547e-06,0.2544780705974379,0.2544780705974379,0.18945463518960273,5.488758087158204e-06,0.4,1.5550790371345692e-07
normal,amplitude_std,100,100,0.00540504135527547,0.03220646867703283,0.0003605167097477629,1.9106406843678765e-05,0.005490015922649301,0.03220713213762118,0.0005121621938086818,2.4694339616833372e-05,-104.9877124279092,104.9877124279092,99.53167951407143,0.02680142732175736,1.0,2.2087606931995054e-59
normal,amplitude_p01,100,100,-0.012748428344726564,-0.07395638122558594,0.0010619283018012326,0.004233254088672001,-0.012954864501953125,-0.07359329223632813,0.001739501953125,0.00394439697265625,19.83337656384598,19.83337656384598,21.336912751677854,0.06120795288085937,1.0,2.2087606931995054e-59
normal,amplitude_p05,100,100,-0.008956924438476562,-0.052552856445312504,0.0007183597203791411,0.0012107366725990936,-0.009033203125,-0.0527801513671875,0.00113677978515625,0.0008697509765625,43.794287834617876,43.794287834617876,43.60456273764259,0.04359593200683594,1.0,2.2087606931995054e-59
normal,amplitude_p50,100,100,9.46044921875e-06,-6.683349609375e-05,5.145016803292931e-05,0.0004967749354809891,0.0,-1.52587890625e-05,6.103515625e-05,0.00052642822265625,0.2160372248340063,0.2160372248340063,0.05194805194805195,0.00031036376953125,0.4,1.5550790371345692e-07
normal,amplitude_p95,100,100,0.008866012573242177,0.0527634582519531,0.0005933779771732407,0.001298090904863358,0.0089569091796875,0.0528564453125,0.00092315673828125,0.0010231018066404474,-43.495475663320455,43.495475663320455,45.11172089377127,0.043897445678710914,1.0,2.2087606931995054e-59
normal,amplitude_p99,100,100,0.01250641479492188,0.0742621459960938,0.0008959297747790599,0.0039409445260296,0.012725830078125,0.07421875,0.00127410888671875,0.0034635162353513493,-21.60973931046858,21.60973931046858,25.959386121713973,0.06175573120117192,1.0,2.2087606931995054e-59
normal,clipping_ratio,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
normal,zero_crossing_rate,100,100,0.1291285570534816,0.14534509590684944,0.036250412032643245,0.12619027332714217,0.12336639603997525,0.07830048937805861,0.049651872824205134,0.16387289920562,-0.17467419517347627,0.17467419517347627,0.42211408290951674,0.07046475290470566,0.5,1.0024645454361508e-11
normal,spectral_centroid_hz,100,100,706.6812281272528,941.2642019396476,263.9254426023549,1029.1919955737171,714.7113084039138,373.51090908535747,375.231747974973,921.582417057579,-0.3122375519167555,0.3122375519167555,0.5262132517036343,545.8782769167259,0.37,1.7527190839835072e-06
normal,spectral_bandwidth_hz,100,100,866.8592505388128,955.4721077561812,208.30488681469367,710.4670764754222,822.0689617849425,603.4096559347895,325.6409762719984,1265.892178559853,-0.16926231974345776,0.16926231974345776,0.2747781975968384,450.6006521229897,0.49,2.948425133635738e-11
normal,total_power,100,100,2.9342891474282647e-05,0.0010378513857260663,3.8202479485386335e-06,3.610299204975279e-06,3.0209657514869748e-05,0.0010375843900708708,5.605936934385692e-06,3.6928596689775155e-06,-271.34103335044307,271.34103335044307,216.66776369571343,0.0010085084942517838,1.0,2.2087606931995054e-59
normal,low_power,100,100,7.915662830239312e-06,0.0004430467488827656,5.56444066755594e-06,0.0003021643342460396,5.984318943164091e-06,0.00038871470464663105,7.85350626544834e-06,0.0005178372736724945,-2.0361899055721664,2.0361899055721664,1.456104616286585,0.0004351310860525263,0.83,4.043861869934819e-35
normal,low_mid_power,100,100,7.05800702445903e-06,0.00023021495634475975,2.6145020562101814e-06,0.00025571657407382745,8.164616054420759e-06,0.000110481718107458,2.5188002720881453e-06,0.00024364905588415697,-1.2340814887600524,1.2340814887600524,0.8312791414009437,0.00022315694932030072,1.0,2.2087606931995054e-59
